id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
804,,"Enquête à Indicateurs Multiples 2000","Côte d'Ivoire","[""Ecole Nationale Sup\u00e9rieure de Statistique et d\u2019Economie Appliqu\u00e9e""]",2000,2000,Sep-29-11,Sep-14-13
2422,,"Enquête Démographique et de Santé 1998-1999","Côte d'Ivoire","Institut National de la Statistique (INS)",1998,1999,Dec-20-12,Jul-06-17
3994,,"Enquête sur le Niveau de Vie des Ménages 1998","Côte d'Ivoire","[""Institut National de la Statistique - Minist\u00e8re du Plan et du d\u00e9veloppement ""]",1998,1998,Dec-12-13,Dec-12-13
6284,,"Recensement Général de la Population et de l'Habitation 1998","Côte d'Ivoire","Institut National de la Statistique - Ministère d'Etat, Ministère du Plan et du Développement",1998,1998,Sep-16-15,Sep-16-15
2421,,"Enquête Démographique et de Santé 1994","Côte d'Ivoire","Institut National de la Statistique (INS) - Ministère Délégué Auprès du Premier Ministre, Chargé de l'Économie, des Finances et du Plan",1994,1994,Dec-20-12,Jul-06-17
5896,,"Enquête Prioritaire sur les Dimensions Sociales de l'Ajustement 1993","Côte d'Ivoire","Institut National de la Statistique - Ministère du Plan et du développement ",1993,1993,Mar-13-15,Mar-13-15
302,,"Enquête Permanente Auprès des Ménages 1988-1989 (Wave 4 Panel)","Côte d'Ivoire","[""Direction de la Statistique - Minist\u00e8re de l'Economie et des Finances""]",1988,1989,Sep-29-11,Sep-14-13
301,,"Enquête Permanente Auprès des Ménages 1987-1988 (Wave 3 Panel)","Côte d'Ivoire","[""Direction de la Statistique - Minist\u00e8re de l'Economie et des Finances""]",1987,1988,Sep-29-11,Sep-14-13
300,,"Enquête Permanente Auprès des Ménages 1986-1987 (Wave 2 Panel)","Côte d'Ivoire","[""Direction de la Statistique - Minist\u00e8re de l'Economie et des Finances""]",1986,1987,Sep-29-11,Sep-14-13
299,,"Enquête Permanente Auprès des Ménages 1985-1986, Wave 1 Panel","Côte d'Ivoire","[""Direction de la Statistique - Minist\u00e8re de l'Economie et des Finances""]",1985,1986,Sep-29-11,Sep-14-13
7073,,"Enterprise Survey 2016","Côte d’Ivoire","World Bank",2016,2017,Jun-26-17,Jun-26-17
6283,,"Enquête sur le Niveau de Vie des Ménages 1995","Côte d’Ivoire","Institut National de la Statistique - Ministère du Plan et du développement ",1995,1995,Sep-16-15,Sep-16-15
2878,,"Multiple Indicator Cluster Survey 2009","DPR Korea","[""Central Bureau of Statistics of DPR Korea"","" United Nations Children\u2019s Fund""]",2009,2009,Mar-24-13,Sep-14-13
6380,,"Global Financial Inclusion (Global Findex) Database 2014",Denmark,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
5627,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5822,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database",Denmark,"Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2778,,"Global Financial Inclusion (Global Findex) Database 2011",Denmark,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
5799,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5821,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database",Denmark,"Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
5626,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
5625,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5624,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5798,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
5623,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
5622,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database",Denmark,"Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
3809,,"World Health Survey 2003",Denmark,"[""World Health Organization (WHO)""]",2003,2003,Dec-12-13,Dec-12-13
3844,,"Multi Country Study Survey 2000-2001",Denmark,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
6620,,"World Bank Group Country Survey 2015",Djibouti,"Public Opinion Research Group - The World Bank Group",2015,2015,Jun-28-16,Jun-28-16
5945,,"Social Safety Net Interlinking Nutrition and Workfare Impact Evaluation 2014, Baseline Survey",Djibouti,"Florencia Devoto - The Abdul Latif Jameel Poverty Action Lab (J-PAL)",2014,2014,Mar-13-15,Mar-13-15
4704,,"Enterprise Survey 2013",Djibouti,"World Bank",2013,2013,Sep-05-14,Sep-05-14
4436,,"World Bank Country Survey 2012",Djibouti,"[""Public Opinion Research Group - The World Bank Group""]",2012,2012,Apr-07-14,Apr-07-14
2671,,"Global Financial Inclusion (Global Findex) Database 2011",Djibouti,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
77,,"Etude sur l'Impact Socio-Economique du Khat a Djibouti 2010",Djibouti,"Direction de la Statistique et des Etudes Démographiques - Ministère de l'Economie et des Finances",2010,2010,Sep-29-11,Aug-28-17
4233,,"Deuxième Recensement Général de la Population et de l'Habitat 2009",Djibouti,"[""Direction de la Statistique et des Etudes D\u00e9mographiques - Minist\u00e8re de l'Economie, des Finances charg\u00e9 de l'Industrie et de la Planification ""]",2009,2009,Apr-07-14,Apr-07-14
3935,,"Global School-based Student Health Survey 2007",Djibouti,"[""Ministry of Health"","" Ministry of National Education and Higher Education"","" World Health Organization"","" Centers for Disease Control and Prevention""]",2007,2007,Dec-12-13,Dec-12-13
76,,"Enquête à Indicateurs Multiples 2006",Djibouti,"[""Direction de l'Epid\u00e9miologie et de l'Information Sanitaire - Minist\u00e8re de la Sant\u00e9"","" Direction de la Sant\u00e9 M\u00e8re et Enfant - Minist\u00e8re de la Sant\u00e9""]",2006,2006,Sep-29-11,Sep-14-13
75,,"Enquête Djiboutienne auprès des Ménages II 2002",Djibouti,"[""Direction Nationale de la Statistique de Djibouti (DINAS)""]",2002,2002,Sep-29-11,Sep-14-13
74,,"Enquête Djiboutienne auprès des Ménages - Indicateurs Sociaux 1996",Djibouti,"[""Direction Nationale de la Statistique de Djibouti (DINAS)""]",1996,1996,Sep-29-11,Sep-14-13
1815,,"Enterprise Survey 2010",Dominica,"[""World Bank""]",2011,2011,Dec-19-11,Sep-14-13
3742,,"Global School-based Student Health Survey 2009",Dominica,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2009,2009,Dec-12-13,Dec-12-13
4295,,"Survey of Living Conditions and Household Expenditure and Income 2007-2008",Dominica,"[""Caribbean Development Bank"","" KAIRI"","" National Assessment Team of Dominica - Govt. of Dominica""]",2007,2008,Apr-07-14,Apr-07-14
2195,,"Survey of Living Conditions 2002",Dominica,"[""Central Statistical Office (CSO) - Ministry of Finance and Planning, Government of Dominica""]",2002,2002,May-02-12,Sep-14-13
4088,,"Population and Housing Census 2001",Dominica,"[""Caribbean Community (CARICOM) Secretariat""]",2001,2001,Feb-19-14,Feb-19-14
6823,,"World Bank Group Country Survey 2016","Dominican Republic","Public Opinion Research Group - World Bank Group",2016,2016,Jan-18-17,Jan-18-17
6381,,"Global Financial Inclusion (Global Findex) Database 2014","Dominican Republic","Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6970,,"Encuesta de Indicadores Múltiples por Conglomerados 2014","Dominican Republic","Oficina Nacional de Estadística<BR> Fondo de las Naciones Unidas para la Infancia",2014,2014,Jun-26-17,Jun-26-17
4437,,"World Bank Country Survey 2013","Dominican Republic","[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
5980,,"Encuesta Demográfica y de Salud 2013","Dominican Republic","Centro de Estudios Sociales y Demográficos (CESDEM) - República Dominicana",2013,2013,Mar-13-15,Jul-06-17
5986,,"Encuesta Sociodemográfica y sobre VIH/SIDA de los Bateyes Estatales 2013","Dominican Republic","Centro de Estudios Sociales y Demográficos (CESDEM) - República Dominicana",2013,2013,Mar-13-15,Jul-06-17
1826,,"Enterprise Survey 2010","Dominican Republic","[""World Bank""]",2011,2011,Dec-19-11,Sep-14-13
2672,,"Global Financial Inclusion (Global Findex) Database 2011","Dominican Republic","Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
5317,,"IX National Population and Housing Census 2010 - IPUMS Subset","Dominican Republic","Oficina Nacional de Estadística (ONE)",2010,2010,Dec-22-14,Dec-22-14
2525,,"Encuesta Demográfica y de Salud 2007","Dominican Republic","Centro de Estudios Sociales y Demográficos (CESDEM)",2007,2007,Dec-20-12,Jul-06-17
4278,,"Encuesta Nacional de Hogares de Propósitos Múltiples 2005","Dominican Republic","[""Oficina Nacional de Estad\u00edstica (ONE) - Ministerio de Econom\u00eda, Planificaci\u00f3n y Desarrollo (MEPyD) - Rep\u00fablica Dominicana""]",2005,2005,Apr-07-14,Apr-07-14
4730,,"Encuesta Nacional de Fuerza de Trabajo, Abril 2005","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2005,2005,Sep-05-14,Sep-05-14
4731,,"Encuesta Nacional de Fuerza de Trabajo, Octubre 2005","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2005,2005,Sep-05-14,Sep-05-14
558,,"Investment Climate Survey 2005","Dominican Republic","[""World Bank""]",2005,2005,Sep-29-11,Sep-14-13
2237,,"World Health Survey 2003","Dominican Republic","[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
4504,,"Encuesta Nacional de Fuerza de Trabajo, Abril 2003","Dominican Republic","[""Banco Central de la Rep\u00fablica Dominicana - Rep\u00fablica Dominicana"","" Oficina Nacional de Estad\u00edstica - Ministerio de Econom\u00eda, Planificaci\u00f3n y Desarrollo (MEPyD) - Rep\u00fablica Dominicana""]",2003,2003,May-19-14,May-19-14
4505,,"Encuesta Nacional de Fuerza de Trabajo, Octubre 2003","Dominican Republic","[""Banco Central de la Rep\u00fablica Dominicana - Rep\u00fablica Dominicana"","" Oficina Nacional de Estad\u00edstica - Ministerio de Econom\u00eda, Planificaci\u00f3n y Desarrollo (MEPyD) - Rep\u00fablica Dominicana""]",2003,2003,May-19-14,May-19-14
2524,,"Encuesta Demográfica y de Salud 2002","Dominican Republic","Centro de Estudios Sociales y Demográficos (CESDEM)",2002,2002,Dec-20-12,Jul-06-17
4277,,"Censo Nacional de Población y Vivivienda 2002","Dominican Republic","[""Oficina Nacional de Estad\u00edstica - Ministerio de Econom\u00eda, Planificaci\u00f3n y Desarrollo (MEPyD) - Rep\u00fablica Dominicana""]",2001,2002,Apr-07-14,Apr-07-14
4728,,"Encuesta Nacional de Fuerza de Trabajo, Abril 2002","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2002,2002,Sep-05-14,Sep-05-14
4729,,"Encuesta Nacional de Fuerza de Trabajo, Octubre 2002","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2002,2002,Sep-05-14,Sep-05-14
5316,,"VIII National Population and Housing Census 2002 - IPUMS Subset","Dominican Republic","Oficina Nacional de Estadística (ONE)",2002,2002,Dec-22-14,Dec-22-14
4726,,"Encuesta Nacional de Fuerza de Trabajo, Abril 2001","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2001,2001,Sep-05-14,Sep-05-14
4727,,"Encuesta Nacional de Fuerza de Trabajo, Octubre 2001","Dominican Republic","Banco Central de la República Dominicana - República Dominicana",2001,2001,Sep-05-14,Sep-05-14
825,,"Encuestas de Indicadores Múltiples por Conglomerados 2000","Dominican Republic","[""Centro de Estudios Sociales y Demogr\u00e1ficos""]",2000,2000,Sep-29-11,Sep-14-13
2523,,"Encuesta Experimental de Demographia y Salud 1999","Dominican Republic","Centro de Estudios Sociales y Demográficos, CESDEM",1999,1999,Dec-20-12,Jul-06-17
2522,,"Encuesta Demográfica y de Salud 1996","Dominican Republic","Centro de Estudios Sociales y Demográficos, CESDEM<BR> Asociación Dominicana Pro Bienestar de la Familia (PROFAMILIA)<BR> Oficina Nacional de Planificación (ONAPLAN)",1996,1996,Dec-20-12,Jul-06-17
2521,,"Encuesta Demográfica y de Salud 1991","Dominican Republic","Instituto de Estudios de Población y Desarrollo (IEPD) - PROFAMILIA<BR> Oficina Nacional de Planificacion (ONAPLAN)",1991,1991,Dec-20-12,Jul-06-17
2520,,"Encuesta Demográfica y de Salud 1986","Dominican Republic","Consejo Nacional de Población y Familia (CONAPOFA) - Secretaria de estado de salud publica y asistencia social",1986,1986,Dec-20-12,Jul-06-17
5315,,"VI National Population and Housing Census 1981 - IPUMS Subset","Dominican Republic","Oficina Nacional de Estadística (ONE)",1981,1981,Dec-22-14,Dec-22-14
5314,,"V National Population and Housing Census 1970 - IPUMS Subset","Dominican Republic","Oficina Nacional de Estadística (ONE)",1970,1970,Dec-22-14,Dec-22-14
5313,,"IV National Population Census 1960 - IPUMS Subset","Dominican Republic","Oficina Nacional de Estadística (ONE)",1960,1960,Dec-22-14,Dec-22-14
7080,,"Life in Transition Survey 2016","ECA Region","European Bank for Reconstruction and Development (EBRD)<BR> World Bank",2016,2016,Jun-26-17,Jun-26-17
5807,,"European Union Statistics on Income and Living Conditions 2009 - 2012 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2009,2012,Mar-13-15,Mar-13-15
4739,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2012,2012,Sep-05-14,Mar-13-15
5578,,"European Union Statistics on Income and Living Conditions 2008 - 2011 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
5570,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5577,,"European Union Statistics on Income and Living Conditions 2007 - 2010 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
2873,,"Life in Transition Survey 2010, After the Crisis","ECA Region","[""European Bank for Reconstruction and Development"","" World Bank""]",2010,2010,Mar-24-13,Sep-14-13
5569,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
5576,,"European Union Statistics on Income and Living Conditions 2006-2009 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2006,2009,Mar-13-15,Mar-13-15
5568,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5575,,"European Union Statistics on Income and Living Conditions 2005-2008 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2005,2008,Mar-13-15,Mar-13-15
5572,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5808,,"European Union Statistics on Income and Living Conditions 2004-2007 - Longitudinal User Database","ECA Region","Eurostat - European Commission ",2004,2007,Mar-13-15,Mar-13-15
5571,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
2957,,"Life in Transition Survey 2006","ECA Region","[""Synovate""]",2006,2006,Jul-10-13,Sep-14-13
5574,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
5573,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database","ECA Region","Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
1050,,"EU Standards 1995-2003","EU Region","[""John S. Wilson (World Bank) and Ben Shepherd""]",1995,2003,Oct-28-11,Sep-15-13
6575,,"Encuesta Nacional de Empleo, Desempleo y Subempleo 2015, Marzo",Ecuador,"Instituto Nacional de Estadística y Censos – INEC",2015,2015,May-03-16,May-03-16
6773,,"Encuesta de Empleo, Desempleo y Subempleo 2015, Septiembre",Ecuador,"Instituto Nacional de Estadística y Censos",2015,2015,Jan-18-17,Jan-18-17
