"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","WQ4","Q4","","51.4 [47.9-54.9]","51.41919","47.88874","54.93554","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MWI","Malawi","","WQ3","Q3","","37.8 [35.6-40.0]","37.76776","35.63027","39.95388","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MWI","Malawi","","WQ5","Q5 (Richest)","","44.2 [41.9-46.6]","44.23165","41.88177","46.60764","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MWI","Malawi","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MWI","Malawi","","WQ4","Q4","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","MWI","Malawi","","WQ1","Q1 (Poorest)","","53.3 [50.4-56.2]","53.31107","50.43674","56.16359","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","MWI","Malawi","","WQ3","Q3","","57.2 [54.7-59.7]","57.22797","54.74191","59.67805","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","MWI","Malawi","","WQ5","Q5 (Richest)","","62.5 [59.4-65.5]","62.49813","59.41112","65.48675","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","MWI","Malawi","","WQ2","Q2","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MLI","Mali","","WQ1","Q1 (Poorest)","","0.5 [0.3-0.9]","0.47769","0.26207","0.86916","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MLI","Mali","","WQ1","Q1 (Poorest)","","1.3 [0.8-2.0]","1.26573","0.81673","1.95669","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MLI","Mali","","WQ3","Q3","","3.8 [2.8-5.1]","3.81438","2.83611","5.11235","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MLI","Mali","","WQ5","Q5 (Richest)","","20.5 [17.9-23.3]","20.48453","17.88945","23.34901","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MLI","Mali","","WQ5","Q5 (Richest)","","42.6 [38.4-46.8]","42.56689","38.40669","46.83506","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ4","Q4","","6.6 [5.0-8.8]","6.62465","4.98115","8.76043","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ1","Q1 (Poorest)","","3.7 [2.8-4.9]","3.71864","2.80820","4.90933","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ3","Q3","","12.9 [10.4-15.9]","12.94747","10.44073","15.94889","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","WQ5","Q5 (Richest)","","36.3 [31.8-41.1]","36.29816","31.78898","41.06192","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MRT","Mauritania","","WQ2","Q2","","2.8 [1.9-4.0]","2.77915","1.94511","3.95638","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MRT","Mauritania","","WQ4","Q4","","12.7 [10.8-14.8]","12.67990","10.83759","14.78347","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MRT","Mauritania","","WQ1","Q1 (Poorest)","","7.1 [4.7-10.8]","7.13418","4.67059","10.75070","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","AFR","Africa","","MRT","Mauritania","","WQ3","Q3","","21.3 [17.8-25.2]","21.25661","17.78456","25.19875","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","MRT","Mauritania","","WQ5","Q5 (Richest)","","21.8 [19.8-23.9]","21.76500","19.76819","23.90342","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","MNG","Mongolia","","WQ2","Q2","","62.8 [59.0-66.4]","62.80199","59.01284","66.44005","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","MNG","Mongolia","","WQ1","Q1 (Poorest)","","82.7 [79.5-85.5]","82.72399","79.48866","85.54183","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","WQ3","Q3","","55.3 [51.6-59.0]","55.32701","51.57561","59.01873","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","WQ5","Q5 (Richest)","","51.8 [48.6-54.9]","51.76537","48.60236","54.91430","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","WQ5","Q5 (Richest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","WQ4","Q4","","17.3 [12.9-22.8]","17.27536","12.88079","22.77723","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","WQ1","Q1 (Poorest)","","9.4 [5.6-15.4]","9.38048","5.55725","15.40494","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","WQ3","Q3","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","WQ5","Q5 (Richest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MOZ","Mozambique","","WQ2","Q2","","1.8 [0.8-3.9]","1.81143","0.83922","3.86602","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MOZ","Mozambique","","WQ4","Q4","","5.3 [3.3-8.5]","5.33059","3.30407","8.49092","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MOZ","Mozambique","","WQ1","Q1 (Poorest)","","5.6 [3.0-10.1]","5.56005","3.00425","10.06452","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","AFR","Africa","","MOZ","Mozambique","","WQ3","Q3","","17.0 [11.7-24.2]","17.04686","11.69393","24.17917","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MOZ","Mozambique","","WQ2","Q2","","4.9 [3.6-6.5]","4.87575","3.61528","6.54584","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MOZ","Mozambique","","WQ4","Q4","","18.1 [15.7-20.7]","18.07504","15.73520","20.67742","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MOZ","Mozambique","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NAM","Namibia","","WQ2","Q2","","29.2 [22.0-37.6]","29.19025","21.99108","37.60994","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NAM","Namibia","","WQ4","Q4","","47.5 [41.6-53.5]","47.48971","41.55678","53.49437","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NAM","Namibia","","WQ4","Q4","","67.8 [60.5-74.4]","67.81014","60.45984","74.37322","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","WQ3","Q3","","56.8 [52.5-61.1]","56.83691","52.50720","61.06458","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","WQ5","Q5 (Richest)","","62.3 [57.9-66.5]","62.32967","57.94962","66.51710","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","WQ2","Q2","","53.5 [48.4-58.5]","53.50264","48.41283","58.52053","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","WQ2","Q2","","74.4 [69.2-79.0]","74.40339","69.19467","78.99870","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","WQ4","Q4","","79.3 [74.5-83.3]","79.25684","74.54448","83.29235","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","NPL","Nepal","","WQ1","Q1 (Poorest)","","23.8 [21.4-26.4]","23.76711","21.35235","26.36343","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","NPL","Nepal","","WQ3","Q3","","31.7 [28.0-35.6]","31.68382","28.04321","35.56347","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","NPL","Nepal","","WQ2","Q2","","50.5 [45.1-55.9]","50.46897","45.06622","55.86079","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","NPL","Nepal","","WQ4","Q4","","52.8 [49.5-56.1]","52.81128","49.45346","56.14384","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","NPL","Nepal","","WQ1","Q1 (Poorest)","","34.6 [30.4-39.0]","34.59376","30.43603","39.00103","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","WQ2","Q2","","46.3 [42.9-49.7]","46.29812","42.94873","49.68126","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","WQ4","Q4","","52.0 [48.6-55.4]","52.00473","48.58384","55.40693","","",""
